MPH Code,Channel,Product No,Policy/CoI Number,UIN,Product Option Code,Base Cover ID,Inbuilt Cover ID,Spouse Cover/Joint Life ID,Coverage Effective date,Expiry Date,maturity date,PH DOB,PH Entry Age,Premium,Premium Term_Month,Premium Frequency,Premium Mode,SA_code,Sum Assured,Current SA,Smoker Status,Occupation code,State Code,PH Gender,Status,Area,Policy Term_Month,premium_payment_term (PPT),Blank1,Blank2,Blank3,Blank4,Blank5,Blank6,Blank7,Blank8,Blank9,Blank10,Product Rider ID,Rider Type,Rider effective date,Rider term,Rider premium,Rider expiry date,Rider Sum Assured,Treaty type,Treaty ID,Reins premium,Reins SA,Retention %,Retention Amount,Reins commission
KIARMPH001,SVOJBK0001,1,25426,163N001V01,,CARKS_BDB,,Single Life,19-06-2023,19-02-2025,19-02-2025,26-07-1970,52,221,1,Annual,0,Level,50000,50000,,Self employed,TAMIL NADU,Female,Inf,NA,20,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,25427,163N001V01,,CARKS_BDB,,Single Life,19-06-2023,19-02-2025,19-02-2025,24-05-1996,27,221,1,Annual,0,Level,50000,50000,,Self employed,TAMIL NADU,Male,Inf,NA,20,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,232720,163N001V01,,CARKS_BDB,,Single Life,31-08-2023,30-09-2024,30-09-2024,01-01-1975,48,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Female,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,232721,163N001V01,,CARKS_BDB,,Single Life,31-08-2023,30-09-2024,30-09-2024,01-01-1974,49,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Male,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,73258,163N001V01,,CARKS_BDB,,Single Life,24-07-2023,24-08-2024,24-08-2024,03-05-1968,55,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Female,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,73259,163N001V01,,CARKS_BDB,,Single Life,24-07-2023,24-08-2022,24-08-2024,25-05-1995,28,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Male,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,27703,163N001V01,,CARKS_BDB,,Single Life,30-06-2023,30-07-2024,30-07-2024,23-05-1977,46,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Female,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,27704,163N001V01,,CARKS_BDB,,Single Life,30-06-2023,30-07-2024,30-07-2024,01-01-1974,49,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Male,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,476984,163N001V01,,CARKS_BDB,,Single Life,20-12-2023,20-12-2022,20-12-2025,18-07-1990,33,212,1,Annual,0,Level,40000,40000,,Self employed,TAMIL NADU,Female,Inf,NA,24,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,476985,163N001V01,,CARKS_BDB,,Single Life,20-12-2026,20-12-2025,20-12-2025,07-07-1989,34,212,1,Annual,0,Level,40000,40000,,Self employed,TAMIL NADU,Male,Inf,NA,24,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,480918,163N001V01,,CARKS_BDB,,Single Life,26-12-2023,26-12-2025,26-12-2025,25-05-1986,37,212,1,Annual,0,Level,40000,40000,,Self employed,TAMIL NADU,Female,Inf,NA,24,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,480919,163N001V01,,CARKS_BDB,,Single Life,26-12-2023,26-12-2025,26-12-2025,17-07-2004,19,212,1,Annual,0,Level,40000,40000,,Self employed,TAMIL NADU,Male,Inf,NA,24,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,232722,163N001V01,,CARKS_BDB,,Single Life,31-08-2023,30-09-2024,30-09-2024,01-01-1989,34,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Female,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,232723,163N001V01,,CARKS_BDB,,Single Life,31-08-2023,30-09-2024,30-09-2024,01-01-1995,28,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Female,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,424522,163N001V01,,CARKS_BDB,,Single Life,12-12-2023,12-12-2025,12-12-2025,05-12-1976,47,265,1,Annual,0,Level,50000,50000,,Self employed,TAMIL NADU,Female,Inf,NA,24,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,424523,163N001V01,,CARKS_BDB,,Single Life,12-12-2023,12-12-2025,12-12-2025,21-01-2002,21,265,1,Annual,0,Level,50000,50000,,Self employed,TAMIL NADU,Male,Inf,NA,24,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,232724,163N001V01,,CARKS_BDB,,Single Life,14-09-2023,14-10-2024,14-10-2024,28-03-1980,43,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Female,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,232725,163N001V01,,CARKS_BDB,,Single Life,14-09-2023,14-10-2024,14-10-2024,10-06-1979,44,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Male,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,78511,163N001V01,,CARKS_BDB,,Single Life,09-08-2023,09-09-2024,09-09-2024,24-04-1970,53,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Female,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,78512,163N001V01,,CARKS_BDB,,Single Life,09-08-2023,09-09-2022,09-09-2024,14-02-1982,41,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Male,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,29441,163N001V01,,CARKS_BDB,,Single Life,06-07-2023,06-01-2025,06-01-2025,01-01-1996,27,199,1,Annual,0,Level,50000,50000,,Self employed,TAMIL NADU,Female,Inf,NA,18,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,29442,163N001V01,,CARKS_BDB,,Single Life,06-07-2023,06-01-2025,06-01-2025,20-02-1987,36,199,1,Annual,0,Level,50000,50000,,Self employed,TAMIL NADU,Male,Inf,NA,18,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,71732,163N001V01,,CARKS_BDB,,Single Life,17-07-2023,17-07-2024,17-07-2024,05-04-1989,34,53,1,Annual,0,Level,20000,20000,,Self employed,TAMIL NADU,Female,Inf,NA,12,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,71733,163N001V01,,CARKS_BDB,,Single Life,17-07-2023,17-07-2024,17-07-2024,05-01-1981,42,53,1,Annual,0,Level,20000,20000,,Self employed,TAMIL NADU,Male,Inf,NA,12,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,170951,163N001V01,,CARKS_BDB,,Single Life,28-08-2023,28-09-2024,28-09-2024,08-04-1973,50,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Female,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,170952,163N001V01,,CARKS_BDB,,Single Life,28-08-2023,28-09-2024,28-09-2024,01-12-1997,25,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Male,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,26526,163N001V01,,CARKS_BDB,,Single Life,23-06-2023,23-07-2024,23-07-2024,15-03-1991,32,86.1,1,Annual,0,Level,30000,30000,,self employed,TAMIL NADU,Female,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,26527,163N001V01,,CARKS_BDB,,Single Life,23-06-2023,23-07-2024,23-07-2024,30-01-1989,34,86.1,1,Annual,0,Level,30000,30000,,self employed,TAMIL NADU,Male,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,337268,163N001V01,,CARKS_BDB,,Single Life,30-10-2023,30-11-2024,30-11-2024,05-04-2025,43,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Female,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,337269,163N001V01,,CARKS_BDB,,Single Life,30-10-2023,30-11-2024,30-11-2024,22-04-1978,45,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Male,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,578364,163N001V01,,CARKS_BDB,,Single Life,12-01-2024,12-01-2026,12-01-2026,25-10-1993,30,265,1,Annual,0,Level,50000,50000,,Self employed,TAMIL NADU,Female,Inf,NA,24,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,578365,163N001V01,,CARKS_BDB,,Single Life,12-01-2024,12-01-2026,12-01-2026,25-10-1990,33,265,1,Annual,0,Level,50000,50000,,Self employed,TAMIL NADU,Male,Inf,NA,24,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,583783,163N001V01,,CARKS_BDB,,Single Life,29-01-2024,29-07-2025,29-07-2025,01-01-1986,38,159.2,1,Annual,0,Level,40000,40000,,Self employed,TAMIL NADU,Female,Inf,NA,18,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,583784,163N001V01,,CARKS_BDB,,Single Life,29-01-2024,29-07-2025,29-07-2025,14-03-1977,46,159.2,1,Annual,0,Level,40000,40000,,Self employed,TAMIL NADU,Male,Inf,NA,18,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,73260,163N001V01,,CARKS_BDB,,Single Life,21-07-2023,21-08-2024,21-08-2024,01-01-1970,53,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Female,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,73261,163N001V01,,CARKS_BDB,,Single Life,21-07-2023,21-08-2024,21-08-2024,01-01-1987,36,86.1,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Female,Inf,NA,13,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,344344,163N001V01,,CARKS_BDB,,Single Life,09-11-2023,09-05-2025,09-05-2025,01-01-1988,35,119.4,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Female,Inf,NA,18,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,344345,163N001V01,,CARKS_BDB,,Single Life,09-11-2023,09-05-2025,09-05-2025,01-01-1986,37,119.4,1,Annual,0,Level,30000,30000,,Self employed,TAMIL NADU,Male,Inf,NA,18,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,27705,163N001V01,,CARKS_BDB,,Single Life,30-06-2023,28-02-2025,28-02-2025,02-05-1970,53,221,1,Annual,0,Level,50000,50000,,Self employed,TAMIL NADU,Female,Inf,NA,20,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
KIARMPH001,SVOJBK0001,1,27706,163N001V01,,CARKS_BDB,,Single Life,30-06-2023,28-02-2025,28-02-2025,08-10-1998,24,221,1,Annual,0,Level,50000,50000,,Self employed,TAMIL NADU,Male,Inf,NA,20,0,,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
